title,data_used,models_used,tools_used,keywords,participants,participants_count,biological_data,physiological_data,methodology,transparency,accuracy,purposivity,utility,propriety,accessibility,specificity,score_tapupas,population,intervention,comparison,outcome,score_pico,casp_clear_aim,casp_methodology,casp_recruitment,casp_ethics,casp_analysis,casp_results_stated,casp_value,casp_clear_aim_score,casp_clear_aim_pass,casp_methodology_score,casp_methodology_pass,casp_recruitment_score,casp_recruitment_pass,casp_ethics_score,casp_ethics_pass,casp_analysis_score,casp_analysis_pass,casp_results_stated_score,casp_results_stated_pass,casp_value_score,casp_value_pass,score_casp,kitch_research_question,kitch_study_context,kitch_data_collection,kitch_data_analysis,kitch_validity,kitch_replication,kitch_contribution,kitch_research_question_score,kitch_research_question_pass,kitch_search_strategy_score,kitch_search_strategy_pass,kitch_inclusion_criteria_score,kitch_inclusion_criteria_pass,kitch_data_extraction_score,kitch_data_extraction_pass,kitch_quality_assessment_score,kitch_quality_assessment_pass,kitch_data_synthesis_score,kitch_data_synthesis_pass,kitch_limitations_score,kitch_limitations_pass,score_kitchenham,score_prisma,prisma_objective_pass,prisma_eligibility_criteria_pass,prisma_information_sources_pass,prisma_search_strategy_pass,prisma_selection_process_pass,prisma_data_collection_pass,prisma_risk_of_bias_pass,prisma_synthesis_pass,prisma_limitations_pass,prisma_registration_pass,title_source,authors,abstract,abstract_length,doi,year,journal,keywords,target_education_level,countries,source_file
Adaptive Feedback in Learning Environments: A Multimodal Approach to Enhancing Feedback Sensitivity and Learner Engagement,biometric data; data collection; eye-tracking; facial expression; heart rate; heart rate variability; physiological data; saccade,gat; ppo,openface; r; redis,Adaptive learning; multimodal feedback; learner engagement; emotion recognition; personalized feedback Companion Proceedings 15th International Conference on Learning Analytics & Knowledge (LAK25); AboulHassane C. Companion Proceedings 15th International Conference on Learning Analytics & Knowledge (LAK25); AboulHassane C,learners; participants; students,9,rna,affective computing; attention level; biometric data; bpm; cognitive load; emotional state; erp; fixation; heart rate; heart rate variability; hrv; imu; physiological data; saccade; stress level,qualitative,2,0,0,2,0,0,2,,learners,credit is permitted,fee provided that copies are n,social interaction skills,,True,True,False,False,False,True,True,0.931,,0.758,,0.73,,0.745,,0.558,,0.869,,0.919,,,True,False,True,True,False,False,False,0.84,True,0.796,True,0.87,True,0.778,True,0.869,True,0.788,True,0.837,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,,"
 This research explores the application of multimodal data, including eye-tracking, heart rate variability, and emotion recognition, to deliver real-time adaptive feedback in learning environments. Specifically, the study investigates how this feedback influences learner engagement, task performance, and persistence during English language conversations with a conversational agent in a simulated restaurant scenario. By integrating Affective Backchannels (AB), Conversational Strategies (CS), and their combination (AB+CS), the system provides personalized feedback tailored to both emotional and cognitive states. Preliminary results from 9 participants reveal that real-time feedback effectively reduces frustration-evidenced by lower heart rates and more positive emotional expressions while significantly improving task accuracy and Willingness to Communicate (WtC). This research contributes to learning analytics and adaptive learning technologies by demonstrating how multimodal data can enhance cognitive and emotional learning outcomes. Future work will focus on expanding the dataset, refining individual physiological baselines, and exploring scalability across diverse educational settings, including more emotionally complex scenarios. 
",152,10.1007/s40593-018-0171-6,,,Adaptive learning; multimodal feedback; learner engagement; emotion recognition; personalized feedback Companion Proceedings 15th International Conference on Learning Analytics & Knowledge (LAK25); AboulHassane C. Companion Proceedings 15th International Conference on Learning Analytics & Knowledge (LAK25); AboulHassane C,university,japan,2025_LAK25_DSC___Camera_Ready___Adaptive_Feedback_in_Learning_Environments__A_Multimodal_Approach_to_Enhancing_Feedback_Sensitivity_and_Learner_Engagement-2.pdf
"AI and peer reviews in higher education: students' multimodal views on benefits, differences and limitations",data collection; eda; facial expression,chatgpt; gan; gat; gpt; gpt-3; language model; large language model; llm; ppo,cohere; excel; processing; r; unity,Generative AI; AI feedback; peer reviews; higher education,learners; participants; students; teachers,15,rna,eda; erp; imu,qualitative,3,1,1,0,0,0,2,,teachers,the potential for scalability,peer feedback,and the overall objective to b,,True,False,False,False,False,True,True,0.934,,0.733,,0.717,,0.705,,0.546,,0.87,,0.911,,,True,False,True,False,False,False,False,0.841,True,0.768,True,0.856,True,0.752,True,0.866,True,0.758,True,0.869,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Gabriela C Zapata; Bill Cope; Mary Kalantzis; Anastasia Olga; Olnancy Tzirides; Akash Kumar Saini; Duane Searsmith; Jennifer Whiting; Nikoleta Polyxeni Kastania; Vania Castro; Theodora Kourkoulou; John W Jones; Rodrigo Abrantes Da Silva; Nikoleta Polyxeni Kastania,"
 Since the launch of ChatGPT in November 2022, educational researchers and practitioners have sought to understand the ways in which these new generative AI technologies might influence education. This article describes one such effort. The focus of the investigation was chatbots responding from large language models to the review of open-ended student work. Specifically, the authors examined university students' multimodal views of the benefits and limitations of AI reviews as compared to human feedback. The participants were postgraduate students in a public American university. The students' opinions of their experiences with both types of reviews were expressed linguistically, visually and gesturally, and they were submitted to discursive and socio-semiotic analyses. The results revealed a preference for human reviews. Nevertheless, the participants also identified several benefits for AI feedback, as well as ways in which it had complemented human reviews, overwhelmingly welcoming its addition as part of their educational experience. 
",149,10.1080/1475939X.2025.2480807,,,Generative AI; AI feedback; peer reviews; higher education,college; graduate; graduate students; high school; higher education; online learning; postgraduate; university,japan; united states,"2024_-_AI_and_peer_reviews_in_higher_education-_students’_multimodal_views_on_benefits,_differences_and_limitations.pdf"
Enhancing Higher Education with Generative AI: A Multimodal Approach for Personalised Learning,,chatgpt; deep learning; gpt; language model; machine learning model; ppo,processing; r,Generative AI; Educational Technology; ChatGPT; Google Bard; Natural Language Processing,students; teachers,,,erp,unknown,1,0,0,0,0,0,0,,students,the rapid advancement of artif,chatgpt,,,True,True,False,False,False,True,True,0.935,,0.776,,0.727,,0.727,,0.587,,0.873,,0.915,,,False,False,False,True,False,False,False,0.858,True,0.796,True,0.869,True,0.812,True,0.884,True,0.795,True,0.843,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Johnny Chan,"
 This research explores the opportunities of Generative AI (GenAI) in the realm of higher education through the design and development of a multimodal chatbot for an undergraduate course. Leveraging the ChatGPT API for nuanced text-based interactions and Google Bard for advanced image analysis and diagram-to-code conversions, we showcase the potential of GenAI in addressing a broad spectrum of educational queries. Additionally, the chatbot presents a file-based analyser designed for educators, offering deep insights into student feedback via sentiment and emotion analysis, and summarising course evaluations with key metrics. These combinations highlight the crucial role of multimodal conversational AI in enhancing teaching and learning processes, promising significant advancements in educational adaptability, engagement, and feedback analysis. By demonstrating a practical web application, this research underlines the imperative for integrating GenAI technologies to foster more dynamic and responsive educational environments, ultimately contributing to improved educational outcomes and pedagogical strategies. 
",146,,,,Generative AI; Educational Technology; ChatGPT; Google Bard; Natural Language Processing,higher education,,2025_-_Enhancing_Higher_Education_with_Generative_AI-_A_Multimodal_Approach_for_Personalised_Learning.pdf
TrackThinkDashboard: Understanding Student Self-Regulated Learning in Programming Study,data collection; dataset; eye-tracking; physiological data; raw data; sensor data,gan; gat; ppo; random forest,canvas; github; processing; r; unity,,learners; participants; students; teachers,,,physiological data; sensor data,qualitative,2,1,1,2,0,1,1,,students,student web browse programming,needing programming skills,,,True,True,False,False,False,True,True,0.918,,0.754,,0.708,,0.698,,0.571,,0.865,,0.894,,,False,False,False,False,False,False,True,0.835,True,0.785,True,0.833,True,0.784,True,0.854,True,0.778,True,0.856,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Ko Watanabe; Yuki Matsuda; Yugo Nakamura; Yutaka Arakawa; Shoya Ishimaru,"
 In programming education, fostering self-regulated learning (SRL) skills is essential for both students and teachers. This paper introduces Track-ThinkDashboard, an application designed to visualize the learning workflow by combining web browsing and programming logs in one unified view. The system aims to (1) help students monitor and reflect on their problem-solving processes, identify knowledge gaps, and cultivate effective SRL strategies, and (2) enable teachers to identify at-risk learners more effectively and provide targeted, data-driven guidance. We conducted a study with 33 participants (32 male, one female) from Japanese universities-some with prior programming instruction and some without-to explore differences in web browsing and coding patterns. The dashboards revealed multiple learning approaches (e.g., try-and-error, try-and-search, and more) and highlighted how domain knowledge influenced overall activity flow. We discuss how this visualization can be used continuously or in one-off experiments, the privacy considerations involved, and opportunities for expanding data sources for richer behavioral insights. 
",151,10.1109/ABC61795.2024.10651851,2025,,,university,japan; united states,2025-TrackThinkDashboard-Understanding-Student-Self-Regulated-Learning-in-Programming-Study.pdf
A review of assessment for learning with artificial intelligence,data collection; data set; dataset; eda; training data,chatgpt; deep learning; gan; gat; gpt; neural net; neural network; ppo; svm; vae,notion; orange; processing; r,,learners; participants; students; teachers,28,rna,eda; erp; imu,qualitative,1,1,1,1,0,0,3,,learners,assessment for learning is div,a technological,through communication and the,,True,True,False,False,False,True,True,0.938,,0.768,,0.724,,0.719,,0.574,,0.872,,0.919,,,True,False,False,True,False,False,False,0.848,True,0.798,True,0.876,True,0.774,True,0.882,True,0.784,True,0.856,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Bahar Memarian; Tenzin Doleck,"
 The reformed Assessment For Learning (AFL) practices the design of activities and evaluation and feedback processes that improve student learning. While Artificial Intelligence (AI) has blossomed as a field in education, less work has been done to examine the studies and challenges reported between AFL and AI. We conduct a review of the literature to examine the state of work on AFL and AI in the education literature. A review of articles in Web of Science, SCOPUS, and Google Scholar yielded 35 studies for review. We share the trends in research design, AFL conceptions, and AI challenges in the reviewed studies. We offer the implications of AFL and AI and considerations for future research. 
",114,10.1016/j.chbah.2023.100040,2023,,,higher education; university,mali; uk; united kingdom,2024_-_A_review_of_assessment_for_learning_with_artificial_intelligence.pdf
Digital Distractions in Reading: Investigating Impact of Cognitive Control Training on Reading Behavior and Outcomes,dataset; eye movement; eye-tracking; gaze data; saccade,cnn; deep learning; deep learning model; gat; lstm; neural net; neural network; ppo; transformer; transformer model; transformers,processing; r,Eye-tracking; Distraction; Comprehension; Cognitive control,participants; students,22,,emotional state; eye movement; fixation; saccade,quantitative,2,0,1,0,1,0,0,,participants,technology,training,sensitivity to distraction and,,True,True,False,False,False,True,True,0.939,,0.754,,0.72,,0.73,,0.573,,0.881,,0.927,,,True,False,True,True,False,False,False,0.843,True,0.781,True,0.87,True,0.774,True,0.88,True,0.78,True,0.846,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Jayasankar Santhosh; Shrishti Jagtap; Andreas Dengel; Shoya Ishimaru,"
 Characterizing the effects of notifications and pop-ups on reading comprehension, eye movements, and reader experience can deepen our understanding of digital reading behaviors. However, notifications are highly disruptive and can significantly impact reading performance: a challenge not easily mitigated even in controlled lab studies. We experimented (N = 22) to assess the impact of distractions like notifications/pop-ups on reading comprehension, frustration levels, and readability across 10 documents with varied distractions. The collected data include eye-tracking metrics and survey responses. We observed significant disruptions to reading flow, reduced comprehension, and increased frustration among participants with distractions. Furthermore, we examined the impact of cognitive control training on distraction management and comprehension levels, revealing improved comprehension in digital reading environments with distractions. Our findings provide quantitative evidence of the need for notification/pop-up management strategies that minimize disruptions and promote optimal reading experiences, with implications for the design of digital reading interfaces. 
 CCS CONCEPTS • Human-centered computing → HCI theory, concepts and models; Interaction paradigms; • Applied computing → Learning management systems. 
",168,10.1145/3675094.3677591,,,Eye-tracking; Distraction; Comprehension; Cognitive control,university,,2024_-_Digital_Distractions_in_Reading-_Investigating_Impact_of_Cognitive_Control_Training_on_Reading_Behavior_and_Outcomes.pdf
30 PUBLICATIONS 59 CITATIONS SEE PROFILE,dataset; eda; eye-tracking; facial emotion,chatgpt; deep learning; deep learning model; gat; gpt; language model; large language model; lstm; ppo,processing; r,,learners; students; teachers,12,rna,eda; imu,qualitative,4,0,0,0,0,0,2,,students,computational thinking skills,,in the reviewed studies primar,,True,True,False,False,False,True,True,0.926,,0.785,,0.722,,0.713,,0.584,,0.874,,0.913,,,True,False,True,True,False,False,False,0.847,True,0.812,True,0.866,True,0.795,True,0.877,True,0.809,True,0.846,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Zifeng Liu; Xinyue Jiao; Xueyan Gao; Hyunju Oh,"
 Although computational thinking is critical in education, not only to enhance students' problem-solving and logical thinking skills but also to broaden their creativity and understanding of systems design, challenges such as inadequate educational resources, lack of teaching experience, and abstract nature of programming principles continue to hinder the promotion and implementation of high-quality computer science (CS) education. Artificial intelligence (AI) holds promise in addressing these issues. Yet, the specific impact of AI on K-12 CS education has to be discussed. Existing reviews have focused on the broad spectrum of AI applications in education, with relatively little focus on topics related to CS education and programming instruction, with most of these studies focusing on a single type of AI, such as automated evaluation systems or visual programming, and failing to fully cover the various categories of AI, including machine learning, deep learning, and robotics, especially in the K-12 field. The primary goal of this study is to conduct a systematic review of the current literature concerning the role, impact, and constraints of AI in CS education, with a specific focus on K-12 education. The review process follows the PRISMA principle. A total of 24 articles published between 2013 and 2023 were selected, comprehensively reviewed, and analyzed. The coding scheme mainly includes four aspects: (1) Research background, (2) Research design, (3) AI technologies, and (4) Research outcomes and limitations. Each aspect contains specific dimensions to be coded. The study discovered that AI plays a significant role in K-12 CS as learning content and developing programming platforms. These adaptive learning platforms give personalized programming education and real-time feedback, relieving teachers' workload while giving students personalized curricular information tailored to their needs. Additionally, AI is usually used as a data analytics tool to predict student performance. The reviewed articles focus on AI's cognitive and affective impact on students and found positive effects on those variables. At the same time, AI allows for better analysis and utilization of data on student behavior while programming. Limitations in the current reviewed articles on AI in K-12 CS education include insufficient attention to theoretical adoption, ethical concerns, and methodological issues like small sample sizes. This review highlights the critical role of AI in K-12 CS education and illuminates directions for a more personalized, interactive, and practical learning experience in K-12 CS education in the future. Keywords and search strings as in Table  1  were used to search different databases including ProQuest (including ERIC), Scopus, Web of Science, IEEE Xplore, and ACM Digital Library, with the included years limited to 2013 to 2023. We choose this time frame because it represents 
",432,10.18260/1-2--47532,2024,,,elementary school; high school; k-12; middle school; primary school; secondary school,united states,2024_-_How_AI_assisted_K-12_Computer_Science_Education__A_Systematic_Review.pdf
Enhancing Hybrid Learning: The Role of Multimodal Adaptive Feedback in Human-AI Collaboration,biometric data; data collection; eye-tracking; facial expression; heart rate; heart rate variability,gat; ppo,openface; r,Multimodal Feedback; Hybrid Learning Environments; Human-AI Collaboration; Learner Engagement; Personalized Learning; Willingness to Communicate (WtC) 1,learners; participants; students,,,biometric data; emotional state; fixation; heart rate; heart rate variability; stress level,qualitative,1,0,0,0,2,1,1,,learners,the computational power and ad,fully exploring how multimodal,task performance and error red,,True,True,False,False,False,True,True,0.919,,0.781,,0.734,,0.733,,0.57,,0.859,,0.908,,,False,False,True,False,False,False,False,0.836,True,0.822,True,0.87,True,0.796,True,0.864,True,0.813,True,0.833,True,,0.8,True,True,False,True,True,True,True,False,True,True,analytic,Aboulhassane Cisse,"
 This study explores the transformative potential of multimodal adaptive feedback systems in hybrid learning environments, where human and artificial intelligence (AI) capabilities converge to create personalized, engaging, and effective educational experiences. By integrating real-time data from sources such as eye-tracking, emotion recognition, and physiological monitoring, these systems dynamically adapt to learners' cognitive and emotional states. The findings highlight the role of Affective Backchannels (AB) and Conversational Strategies (CS) in enhancing learner engagement, task performance, and willingness to communicate (WtC). The study demonstrates that human-AI collaboration fosters deeper learning interactions by combining human creativity, empathy, and intuition with AI's computational power and scalability. However, challenges such as scalability, diversity, and long-term applicability remain. This research underscores the need for future studies to refine these technologies, address ethical considerations, and explore broader applications in diverse educational contexts, ultimately shaping the future of inclusive and personalized learning. 
",144,10.1145/3027385.3027410,,,Multimodal Feedback; Hybrid Learning Environments; Human-AI Collaboration; Learner Engagement; Personalized Learning; Willingness to Communicate (WtC) 1,lifelong learning; university,,2025_Camera-Ready_-_Workshop_HILAK_-_Enhancing_Hybrid_Learning-_The_Role_of_Multimodal_Adaptive_Feedback_in_Human-AI_Collaboration.pdf
Harnessing Artificial Intelligence in Generative Content for enhancing motivation in learning,training data,chatgpt; deep learning; gat; gpt; language model; large language model; ppo,excel; processing; r; unity,,learners; students; subjects; teachers,,rna,cognitive load; erp; imu,qualitative,1,0,0,0,0,0,2,,students,education being no exception,laboratory conditions,students,,True,True,False,False,False,True,True,0.922,,0.759,,0.72,,0.708,,0.56,,0.86,,0.904,,,False,False,True,True,False,False,False,0.824,True,0.793,True,0.852,True,0.757,True,0.857,True,0.783,True,0.855,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Jiesi Guo; Tingting Li; Michael Noetel; Kewen Liao; Ying Ma; Samuel Greiff,,0,10.1016/j.lindif.2024.102547,2024,,,college; elementary school; higher education; lifelong learning; preschool; university,tonga; uk,2024_-_Harnessing_Artificial_Intelligence_in_Generative_Content_for_enhancing_motivation_in_learning.pdf
Learning theories for artificial intelligence promoting learning processes,dataset; eda; eye tracking,chatgpt; deep learning; deep learning model; gan; gat; gpt; language model; large language model; neural net; neural network; ppo,aws; cohere; processing; r; unity,artificial intelligence; computational modelling; learning processes,learners; students; subjects,,rna,eda; erp; imu,qualitative,1,0,2,1,0,1,0,,children,significant cross-over of conc,surface learning strategies us,unification of learning theori,,True,False,False,False,False,True,True,0.945,,0.747,,0.721,,0.723,,0.551,,0.862,,0.915,,,True,False,False,True,False,True,True,0.846,True,0.787,True,0.856,True,0.772,True,0.876,True,0.782,True,0.85,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,David Gibson; Vitomir Kovanovic; | Dirk Ifenthaler; Sara Dexter; Shihui Feng,"
 This paper discusses a three-level model that synthesizes and unifies existing learning theories to model the roles of artificial intelligence (AI) in promoting learning processes. The model, drawn from developmental psychology, computational biology, instructional design, cognitive science, complexity and sociocultural theory, includes a causal learning mechanism that explains how learning occurs and works across micro, meso and macro levels. The model also explains how information gained through learning is aggregated, or brought together, as well as dissipated, or released and used within and across the levels. Fourteen roles for AI in education are proposed, aligned with the model's features: four roles at the individual or micro level, four roles at the meso level of teams and knowledge communities and six roles at the macro level of cultural historical activity. Implications for research and practice, evaluation criteria and a discussion of limitations are included. Armed with the proposed model, AI developers can focus their work with learning designers, researchers and practitioners to leverage the proposed roles to improve individual learning, team performance and building knowledge communities. 
",175,10.1111/bjet.13341,,,artificial intelligence; computational modelling; learning processes,college; graduate; higher education; university,australia; japan,2022_-_Learning_theories_for_artificial_intelligence_promoting_learning_processes.pdf
Gaze Generation for Avatars Using GANs,data collection; data set; dataset; eye movement; facial expression; gaze data; gaze position; saccade,cnn; convolutional neural network; deep learning; gan; gat; generative adversarial network; gru; machine learning model; ml model; neural net; neural network; ppo; recurrent neural network; rnn; t5,aws; huggingface; processing; pytorch; r; torch; unity; unreal engine,,participants,73,rna,erp; eye movement; fixation; imu; saccade,qualitative,2,2,0,0,0,0,2,,participants,superficially most of the time,publishing their parameters,various methods of handling th,,True,False,False,False,False,True,True,0.927,,0.703,,0.691,,0.691,,0.511,,0.867,,0.902,,,False,False,True,False,False,False,False,0.813,True,0.745,False,0.824,True,0.729,False,0.853,True,0.737,False,0.848,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,David Dembinsky; K O Watanabe; Andreas Dengel; Shoya Ishimaru,"
 The movement of our eyes during conversations plays a crucial role in our communication. Through a mixture of aimed and subconscious control of our gaze, we nonverbally manage turn-taking in conversations and convey information about our state of mind and even neurological disorders. For animated avatars or robots, it is hence of fundamental importance to exhibit realistic eye movement in conversations to withstand the scrutiny of an observer and not fall into the Uncanny Valley. Otherwise, they will be rejected by the observer as unnatural and possibly scary, provoking disapproval of the entire avatar. Although there exist many promising application areas for avatars and great attention has been given to the automatic animation of mouth and facial expressions, the animation of the eyes is often left to simplistic, rule-based models or ignored altogether. In this work, we aim to alleviate this limitation by leveraging Generative Adversarial Networks (GANs), a potent machine-learning approach, to synthesize eye movement. By focusing on a restricted scenario of face-to-monitor interaction, we can concentrate on the eyes, ignoring additional factors such as gestures, body movement, and spatial positioning of conversation partners. Using a recently published dataset on eye movements during conversation, we train two GANs and compare their performance against three statistical models with hand-crafted rules. We subject all five models to statistical analysis, comparing them to the ground-truth data. We find that the GANs produce the best data of the four models that synthesized reasonable eye movement (excluding the best-scoring model for generating absurd movements). Additionally, we perform a user study, comparing each model pairwise against the others based on 73 participants, resulting in a total of 1314 pairwise comparisons. It shows that the GANs achieve acceptance ratings of 55.3% and 43.7%, outperforming the baseline model with an acceptance rate of 34.0%. Although the best model reaches 67.0%, beating our GANs using a set of rules, we argue that this approach will not be feasible once information like emotions or speech is added to the input. 
",331,10.1109/ACCESS.2024.3430835,,,,university,india; japan; mali,2024_-_Gaze_generation_for_avatars_using_gans.pdf
Multimodal composing with generative AI: Examining preservice teachers' processes and perspectives,data collection; eda; training data,chatgpt; gan; gat; gpt; language model; large language model; ppo; stable diffusion,notion; orange; r; unity; zoom,,learners; participants; students; teachers,21,rna,eda; erp; imu,qualitative,1,0,0,1,0,1,1,,students,questions and concerns across,powerpoint,,,True,False,False,False,False,True,True,0.922,,0.733,,0.714,,0.691,,0.538,,0.852,,0.891,,,True,False,True,True,False,False,False,0.824,True,0.775,True,0.835,True,0.755,True,0.847,True,0.761,True,0.875,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Blaine E Smith; Amanda Yoshiko Shimizu; Sarah K Burriss; Melanie Hundley; Emily Pendergrass,,0,10.1016/j.compcom.2024.102896,2024,,,doctoral; graduate; high school; k-12; middle school; secondary education; undergrad; undergraduate; university,india; oman; uk; united states,2025_-_Multimodal_composing_with_generative_AI-_Examining_preservice_teachers’_processes_and_perspectives.pdf
Learning theories for artificial intelligence promoting learning processes,dataset; eda; eye tracking,chatgpt; deep learning; deep learning model; gan; gat; gpt; language model; large language model; neural net; neural network; ppo,aws; cohere; processing; r; unity,artificial intelligence; computational modelling; learning processes,learners; students; subjects,,rna,eda; erp; imu,qualitative,1,0,2,1,0,1,0,,children,significant cross-over of conc,surface learning strategies us,unification of learning theori,,True,False,False,False,False,True,True,0.945,,0.747,,0.721,,0.723,,0.551,,0.862,,0.915,,,True,False,False,True,False,True,True,0.846,True,0.787,True,0.856,True,0.772,True,0.876,True,0.782,True,0.85,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,David Gibson; Vitomir Kovanovic; | Dirk Ifenthaler; Sara Dexter; Shihui Feng,"
 This paper discusses a three-level model that synthesizes and unifies existing learning theories to model the roles of artificial intelligence (AI) in promoting learning processes. The model, drawn from developmental psychology, computational biology, instructional design, cognitive science, complexity and sociocultural theory, includes a causal learning mechanism that explains how learning occurs and works across micro, meso and macro levels. The model also explains how information gained through learning is aggregated, or brought together, as well as dissipated, or released and used within and across the levels. Fourteen roles for AI in education are proposed, aligned with the model's features: four roles at the individual or micro level, four roles at the meso level of teams and knowledge communities and six roles at the macro level of cultural historical activity. Implications for research and practice, evaluation criteria and a discussion of limitations are included. Armed with the proposed model, AI developers can focus their work with learning designers, researchers and practitioners to leverage the proposed roles to improve individual learning, team performance and building knowledge communities. 
",175,10.1111/bjet.13341,,,artificial intelligence; computational modelling; learning processes,college; graduate; higher education; university,australia; japan,2023_-_Learning_theories_for_artificial_intelligence_promoting_learning_processes.pdf
Automatic Classification of Difficulty of Texts From Eye Gaze and Physiological Measures of L2 English Speakers,data collection; data set; dataset; eda; electrodermal activity; electroencephalography; eye movement; eye tracking; gaze data; heart rate; heart rate variability; keystroke; physiological data; pupil dilation; raw data; saccade; sensor data; skin conductance,deep learning; gan; gat; machine learning model; ppo; random forest; support vector machine; svm,excel; pandas; processing; python; r; scikit-learn; scipy; unity,Cognitive load; electrodermal activity; eye-tracking; human-computer interaction; L2 English speakers,learners; participants; students,95,biomarker; illumina; mutation; rna,blink rate; brain activity; cognitive load; eda; electrodermal activity; electroencephalography; erp; eye activity; eye movement; fixation; heart rate; heart rate variability; hrv; imu; physiological data; ppg; pupil dilation; pupil size; respiratory rate; saccade; sensor data; skin conductance; skin temperature,quantitative,2,2,1,0,0,0,0,,learners,cognitive load,using data related to specific,cognitive states,,True,False,False,False,False,True,True,0.942,,0.726,,0.711,,0.718,,0.539,,0.879,,0.922,,,False,True,True,True,False,False,True,0.835,True,0.759,True,0.855,True,0.764,True,0.876,True,0.764,True,0.844,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Javier Melo; Leigh Fernandez,"
 Reading is an essential method for adults to learn new languages, but difficulty reading texts in a foreign language can increase learners' anxiety. Identifying text difficulty from the reader's perspective can aid language learning by tailoring texts to readers' needs. There is little research focusing on L2 speakers or using a multimodal approach, i.e., using multiple sensors, to detect subjective difficulty. In this study (N = 30) we determined L2 speakers' subjective difficulty while reading using language proficiency and objective text difficulty, combined with physiological data. We compared machine learning classifiers combining eye, skin and heart sensor data against models using each modality separately. Additionally, we assessed the effect on model performance of shifting the data to account for delayed physiological responses. The models detected 3 levels of subjective difficulty (low, medium, high) and were evaluated using leave-one-participantout (LoPo) and leave-one-document-out (LoDo) cross-validation. The results showed acceptable levels of generalization to new participants (Acc LoPo = 0.434) and documents (Acc LoDo = 0.521). Combining sensor data from all modalities improved predictions in both LoDo and LoPo cross-validation, compared to each modality in isolation. Shifting the data to account for physiological response delay did not improve model performance compared to not shifting the data. These findings support refining subjective difficulty detection models and their implementation in adaptive language learning systems. Finally, this work contributes to the field of cognitive science and technology by laying the foundation for innovative approaches to cognitive state detection. 
",242,10.1109/ACCESS.2025.3537156,,,Cognitive load; electrodermal activity; eye-tracking; human-computer interaction; L2 English speakers,kindergarten; university,germany; uk,2025_Automatic_Classification_of_Difficulty_of_Texts_from_Eye_Gaze_and_Physiological_Measures_of_L2_English_Speakers.pdf
Teaching CS50 with AI Leveraging Generative Artificial Intelligence in Computer Science Education,eda,chatgpt; gan; gat; gpt; gpt-4; language model; large language model; llm; ppo; transformer,azure; github; numbers; processing; r; unity,AI; artificial intelligence; generative AI; large language models; LLMs,learners; students; teachers,70,rna,eda; erp; imu,quantitative,1,1,0,0,0,1,0,,students,opencourseware,necessarily valuing factual co,on correctness,,True,False,False,False,False,True,True,0.927,,0.714,,0.716,,0.694,,0.525,,0.842,,0.882,,,False,False,True,False,False,False,False,0.829,True,0.771,True,0.832,True,0.753,True,0.855,True,0.756,True,0.866,True,,0.7,True,True,False,True,False,True,True,False,True,True,analytic,Rongxin Liu; Carter Zenke; Charlie Liu; Andrew Holmes; Patrick Thornton; David J Malan,"
 In Summer 2023, we developed and integrated a suite of AI-based software tools into CS50 at Harvard University. These tools were initially available to approximately 70 summer students, then to thousands of students online, and finally to several hundred on campus during Fall 2023. Per the course's own policy, we encouraged students to use these course-specific tools and limited the use of commercial AI software such as ChatGPT, GitHub Copilot, and the new Bing. Our goal was to approximate a 1:1 teacher-tostudent ratio through software, thereby equipping students with a pedagogically-minded subject-matter expert by their side at all times, designed to guide students toward solutions rather than offer them outright. The tools were received positively by students, who noted that they felt like they had ""a personal tutor."" Our findings suggest that integrating AI thoughtfully into educational settings enhances the learning experience by providing continuous, customized support and enabling human educators to address more complex pedagogical issues. In this paper, we detail how AI tools have augmented teaching and learning in CS50, specifically in explaining code snippets, improving code style, and accurately responding to curricular and administrative queries on the course's discussion forum. Additionally, we present our methodological approach, implementation details, and guidance for those considering using these tools or AI generally in education. 
 CCS CONCEPTS • Social and professional topics → CS1; • Applied computing → Computer-assisted instruction. 
",229,10.1145/3626252.3630938,,,AI; artificial intelligence; generative AI; large language models; LLMs,university,mali,2024_-_Teaching_CS50_with_AI.pdf
